id,does_the_excerpt_contain_a_prediction,does_the_excerpt_contain_a_prediction:confidence,sentence
937053952,no,1,"It’s important to understand that we’re not debating about whether Ricardian equivalence is right; even if it were (it isn’t), what the anti-Keynesians were saying was wrong, as I tried to explain a number of times."
937056407,no,1,Evidently the Spanish people don’t agree.
937052884,no,0.6608,"Fiscal policy is “not wholly dependent on expectations changing for its effect (more robust to alternative models of expectations)” That’s about what I was thinking in, say, January 2009."
937056522,no,1,): That tells you everything you need to know about why “internal devaluation” has been such a costly strategy — and why the ECB’s failure to move aggressively early on to achieve and if possible surpass its 2 percent inflation target was a major contributing factor to this disaster.
937053976,no,1,"Instead, reputation comes out of clever papers and snappy seminar presentations."
937056690,no,1,"In the early stages of the Lesser Depression, those of us who knew a bit about the macroeconomic debates of the 1930s, and realized how relevant the hard-won insights of Keynes and Hicks were to the post-financial crisis world, often felt a sense of despair."
937057153,no,0.6389,"Quite a few people — including a lot of people on Wall Street, at the BIS, and so on — look at this and say that it’s terrible: the Fed is keeping interest rates “artificially low” and thereby distorting asset prices across the board, and it will all end in grief."
937055324,no,1,This in turn should mean that the usefulness of deposits is irrelevant in trying to find the true lower bound.
937057103,no,1,What does that even mean?
937052839,no,1,"Specifically, in the past the Sams have borrowed from the Janets to pay for consumption."
937056756,no,1,"It’s awesome to see the ultra-respectable BIS go down this path, and be taken seriously along the way."
937053761,no,0.6345,"Mandel and Barnes, building off work by Goldman Sachs, suggest an ingenious workaround: they use inflation expectations inferred from US TIPS, then adjust by the forward exchange rate."
937054012,no,0.6704,"The big news prior to the plunge was, of course, fracking and all that, which has abruptly reversed the long slide in domestic production: You might think that this surge in production, by reducing imports, has left the US relatively insulated from oil shocks."
937056585,no,0.6741,"The whiteness is, I believe, an important part of the story, as I’ll explain in a minute."
937053359,no,0.6843,"Greg Ip, in correspondence, directs me to Chapter 3 of the latest IMF World Economic Outlook, which among other things contains an analysis of a case that bears directly on the attempts of euro area countries to restore economic health through fiscal austerity and internal devaluation: Britain’s return to the gold standard after World War I."
937056943,no,1,But that’s the point: single-payer just isn’t a political possibility starting from here.
937056609,no,1,This means being continually surprised by the radicalism of the base.
937053132,no,1,What Eurostat gives us are budget balances in euroland as a percentage of GDP.
937053022,no,1,But it’s more than that: these alleged technocrats have in fact systematically ignored both textbook macroeconomics and the lessons of history in favor of fantasies.
937056043,no,1,Let’s first ask whether the possibility of investing abroad obviates the problem of liquidity traps in general (as opposed to secular stagnation.)
937056718,no,0.6797,"But what we should be doing, I now realize, is focusing not on broad classes but on very specific business interests."
937053964,no,1,"Link replaced A new paper by Marion Fourcade, Etienne Ollion, and Yann Algan on the structure of academic economics (pdf) is getting a fair bit of attention among people I talk to."
937052721,no,1,"It’s demand, all the way."
937057006,no,1,May the best person win.
937053100,no,1,"By the way, there was a second natural experiment with Europe’s move back to fixed rates, and then eventually to the euro."
937052784,no,1,"Anyway, you now know what kind of people we’re dealing with."
937056830,no,0.68,"But I won’t claim that the data prove Hicks/Keynes models right; the point is just that when you do the obvious comparisons, say between austerity and growth, they’re pretty much what a Keynesian would have said: What hasn’t worked nearly as well is our understanding of aggregate supply — which was, if truth be told, always based on much less solid reasoning."
937056589,no,0.6813,"You can point out that they would have done a much better job of investing if they had listened to the MIT gang; sorry, we’re just not their kind of people."
937055467,no,1,But how should we think about this?
937053384,no,1,Sound like anyone you know?
937053981,no,1,I used to refer to the circuit in international economics as the “floating crap game”.
937052134,no,1,"“Full employment” clearly means an unemployment rate near 5 — the CBO says 5.2 for the NAIRU, which seems high to me."
937055180,no,1,But not too much of one.
937057312,no,0.6498,"Moreover, the depressed state of the economy can cripple the process of deleveraging itself, both because debtors don’t have the income to pay down their debts and because falling inflation or deflation increases the real value of debt relative to expectations."
937053255,no,1,"On revenue, it declared: The path for revenues as a percentage of GDP was specified by Chairman Ryan’s staff."
937052171,no,0.7017,Jobs created by stimulus spending are offset by jobs lost from the decline in private spending.
937056730,no,1,"I don’t know about you, but I feel that I’m having an Aha!"
937054141,no,0.6548,"The movement prefers hacks, who needn’t be even minimally competent but can be counted on to defend the party line without any risk of taking an independent stand."
937056681,no,1,"You often find people declaring that it’s only thanks to the special role of the dollar that the United States has been able to run persistent trade deficits — you see, people have to take our money."
937055023,no,1,What’s the state of the Greek crisis?
937052365,no,0.6815,Then I’m probably going to set my price about 5 percent higher than I would if I were only taking current conditions into account.
937055027,no,1,That surplus is believed to be currently running at about 1.5 percent of GDP.
937056581,no,1,"True, there’s no reason to suppose that Paul is deliberately misleading his market – he probably believes his own nonsense."
937056724,no,0.6721,"So the demand for higher rates is coming from a narrow business interest group, not the one percent in general."
937056613,no,1,"But the ur-SHC is John McCain, the Straight-Talking Maverick."
937053693,no,0.6772,"The point is that it’s entirely reasonable to believe that the big factors driving globalization were one-time changes that are receding in the rear-view mirror, so that we should expect the share of trade in GDP to plateau — and that this doesn’t represent any kind of problem."
937053133,no,1,"Kash focuses on the change from 2009 to 2011 as an indicator of austerity, although as he notes, falling GDP means that the true amount of austerity in places like Greece is much bigger than that."
937056293,no,1,And the latest edition is no exception.
937053564,no,1,So it might behoove Meltzer to admit that he was wrong and ask where his analysis went wrong.
937053622,no,1,"I think it’s useful to ask why, as a practical matter, conventional policy-oriented macroeconomists (myself included) used to think we could normally count on a fairly quick return to full employment after a shock — and why we shouldn’t think so anymore."
937052892,no,1,They were: 1.
937053371,no,1,"The IMF has just released a new paper on austerity that is kind of heavy going (unnecessarily, I think), but ends up making a simple but important point."
937053062,no,1,We don’t need the bridge to do that.
937056971,no,1,But I’m used to this stuff.
937057204,no,0.645,"And we have low inflation with high unemployment, strongly suggesting that the natural rate of interest is below current levels, and that the key problem is the zero lower bound which keeps us from getting there."
937055462,no,1,"But for me, at least, the technology helps a lot, not because of the information, exactly, but because it makes self-deception harder."
937053471,no,1,"Because if it works, how will we get structural reform?"
937053878,no,1,"For those wondering what I’m talking about: in the 1970s rational-expectations macroeconomists, led above all by Chicago’s Robert Lucas, made an extremely influential case against any kind of activist policy."
937054023,no,1,"Obviously Russia’s problems stem from other things besides the oil price, namely Ukraine and the fallout thereof."
937052542,no,1,"Oh, and one more thing: are there no copy editors at the FT?"
937053509,no,1,Brad Delong recalls to us Alan Greenspan’s lamentable 2010 op-ed on US debt and deficits.
937054893,no,0.6704,"But as I said, the dynamic is very different this time."
937053021,no,1,"His point is that we’ve conjured up images of very sensible highly educated wonky people doing the right thing, even as they destroy the world."
937052573,no,1,Households borrowed too much; now you want the government to borrow even more?
937053925,no,1,"And of course for those who do get their news from Fox, well, they know, just know, that Obamacare has reduced the number of Americans with insurance and caused premiums to double or something, even though even their favorite news source isn’t saying such things."
937053353,no,0.7138,"Let’s look at a sample of more or less orthodox sticky-price open-economy macro — in this case, Menzie Chinn’s lecture notes (pdf)."
937053267,no,0.6615,"The really strange thing about all this is that this turn toward hard-money mysticism is taking place even as events have demonstrated that the advantages of not being on a gold standard, of having a fiat currency that can be printed freely in emergencies, are even greater than standard analysis had supposed."
937052812,no,1,There are other things the Fed can do; they would help; uncertainty about how much they would help shouldn’t be a reason not to try.
937057245,no,0.666,Brad DeLong is bemused by the way Tyler Cowen makes very heavy going of the simple concept of the natural rate of interest.
937056845,no,1,Ted Cruz somewhat surprised Janet Yellen by accusing the Fed of causing the Great Recession by tightening monetary policy in 2008; David Beckworth sort-of-kind-of supports Cruz by arguing that the Fed did in fact “passively” tighten by failing to do enough to offset falling spending.
937054429,no,1,Most discussion is framed in terms of what happens to the debt.
937053319,no,1,What you really have to wonder about is all the not-stupid economists who have aligned themselves with this guy and that crew.
937056538,no,1,"In other words, that big decline from 2001 to 2002 is mainly telling us about the effects of the pre-devaluation panic, not the effects of devaluation itself."
937053760,no,1,"In particular, the Japanese market in inflation-protected securities is considered too thin to rely on."
937055318,no,1,"But you need to think about the incentives for holding a dollar in one form or the other at the margin, and I think that changes the story."
937054895,no,1,"No matter how bleak the outlook, this is your dominant strategy."
937054462,no,0.7091,"From the point of the Greeks, however, it’s crucial; the difference between a primary surplus of 4.5 percent of GDP and, say, 1.5 percent of GDP for the Greek economy and the welfare of its citizens is huge."
937056894,no,0.6591,By this I mean the attempt to change the subject away from unemployment and inadequate demand toward supposedly more fundamental issues of education and structural reform.
937052833,no,1,"It follows that the level of debt matters only if the distribution of net worth matters, if highly indebted players face different constraints from players with low debt."
937055748,no,1,What does this have to do with macroeconomics?
937053489,no,1,"I didn’t want to mix this in with my substantive Portugal post, but a few readers might be interested in some maudlin memories from my youth."
937053301,no,1,I guess readers didn’t get the reference in my last post.
937057310,no,1,— is not at all the correct implication to draw from a balance-sheet view.
937052972,no,0.6652,"That’s why in early 2009, when the WSJ, the Austrians, and the other usual suspects were screaming about soaring rates and runaway inflation, those who understood IS-LM were predicting that interest rates would stay low and that even a tripling of the monetary base would not be inflationary."
937056239,no,1,"And this makes sense: the case for secular stagnation in Europe is considerably stronger than it is for the U.S.. Working-age population is declining, Japan-style; the euro system, with a shared currency but no fiscal integration, arguably imparts a strong contractionary bias to fiscal policy; and core inflation is already down to just 0.6 percent."
937052602,no,1,"Suppose that he can borrow for a while, using the borrowed money to buy useful things like rail tunnels under the Hudson."
937056542,no,1,"One of the ideas floating around in the aftermath of the sack of Athens has been that of, in effect, deposing Syriza from outside and installing a “technocratic” government."
937052795,no,1,The flow – the rate of purchases – matters only to the extent that it affects expected returns.
937056938,no,0.708,"But to get costs down to, say, Canadian levels, we’d need to do what they do: say no to patients, telling them that they can’t always have the treatment they want."
937057182,no,1,So if you believe that the Fed has been keeping rates artificially low for years on end — which is apparently what Everyone believes — where’s my overheated economy?
937052257,no,0.6914,"But the fact remains that our current problem is, in effect, a problem of excess worldwide savings, looking for someplace to go."
937052561,no,1,Who said this?
937053504,no,1,I sometimes encounter Europeans who think my harsh criticism of the troika and its policies means that I’m anti-European.
937053266,no,0.65,And the GOP platform will reportedly include a call for steps toward a return to the gold standard.
937052699,no,0.6553,"Second, because Spanish debt is in euros, scenario A implies a significantly worse debt burden."
937053915,no,1,But there’s something I’ve noticed from the combination of reactions to what I write and researching past coverage of Obamacare.
937052167,no,1,They just move resources from one use to another.
937056529,no,1,"But her data analysis here is, I think, misleading."
937053780,no,0.6879,"You can argue that even without Rudi’s leadership, international macro would probably have rejected the perfectly-flexible-prices, it’s-all-equilibrium tendency."
937052716,no,1,"Here’s the S&P 500 versus the 10-year TIPS spread, the difference between 10-year interest rates on ordinary government bonds and inflation-protected bonds: That’s pretty clear: since some time in 2008 the correlation has been awesomely close."
937052736,no,1,"If you work with international data, the evidence for price stickiness is so overwhelming that it’s hard to stay in denial."
937052948,no,1,Not necessarily.
937053787,no,0.6733,"But Rudi Dornbusch brought something extra: he showed how to bring rational expectations, at least as a hypothesis, into the sticky-price paradigm, and showed that you could do interesting, fun stuff with the combination."
937054068,no,0.6519,"And now we have the post-2008 experience, and it’s certainly not an example of central banks easily dealing with economic downdrafts."
937052807,no,1,"Greece isn’t going to the market at all these days, since it’s getting all its funding from the bailout package."
937052069,no,1,"Formally, that’s true."
937054748,no,1,So how do we think about this?
937055175,no,1,"Well, that’s the kind of question that should be handled by a professional historian of thought, or at least someone with the time and inclination to go through a lot of records, do interviews, and so on."
937053645,no,1,"First is the zero lower bound on the interest rate: after a sufficiently large shock, the Taylor rule may say that you should keep cutting rates, but you can’t."
937055898,no,1,What a great experience.
937052193,no,0.6592,"I’m tempted to go on and say something about being overrun by barbarians in the grip of an obscurantist faith, but I guess I won’t."
937057054,no,1,There was a big logical problem with that story: How can the Fed do that without causing inflation?
937053071,no,1,"And then taxing them later isn’t going to help, we know that."
937053057,no,1,"There have been a lot of shockingly bad performances among macroeconomists in this crisis; but if I had to pick the one that is most startling, it is the way freshwater economists have demonstrated that they don’t understand one of their own doctrines, that of Ricardian equivalence."
937052674,no,1,Not quite.
937057360,no,0.6621,"Yes, and it also increases employment in industries that compete with imports."
937053587,no,1,But never mind the personal aspect.
937056964,no,0.6609,"And look: if the political theory behind supporting Sanders is that the American people will vote for radical change if you’re honest about what’s involved, the campaign’s evident unwillingness to fully confront the issues, its reliance on magic asterisks, very much weakens that claim."
937055901,no,1,"The same factor plays a major role in explaining differential US regional growth, and thereby hangs a tale."
937054729,no,1,"And since they are also important issues, pretending that they aren’t is a form of moral cowardice."
937055150,no,1,"But there’s another aspect of the story, which is Moore himself: this is a guy who has a troubled relationship with facts."
937053135,no,1,I calculate the amount the budget balance “should” have changed as 0.45*(growth from 2009 to 2011 – 4).
937052377,no,1,But are they the whole story?
937053723,no,1,In this case the IS curve includes the effect of a weaker currency in promoting net exports.
937056021,no,1,"What happened was that Grant sent a force around Lee’s right, to threaten his lines of communication."
937055761,no,1,"In particular, a lot of what you hear about macro issues is monocausal: money drives the price level, borrowing drives interest rates."
937052399,no,1,"Here’s what net borrowing by the US private and public sectors looks like in the Fed’s flow of funds report: The US private sector has gone from being a huge net borrower to being a net lender; meanwhile, government borrowing has surged, but not enough to offset the private plunge."
937054122,no,1,"Of course, the fit isn’t perfect."
937056490,no,1,"In truth, this has never been a fiscal crisis at its root; it has always been a balance of payments crisis that manifests itself in part in budget problems, which have then been pushed onto the center of the stage by ideology."
937056611,no,1,"— whom the centrists know, just know, have to exist."
937056772,no,1,"No, the Fed isn’t imposing a price ceiling on interest rates, he says; in fact, the zero lower bound is acting like a price floor."
937057311,no,1,"On the contrary, what balance-sheet models tell us is that left to itself, the process of deleveraging produces huge, unnecessary costs: debtors are forced to cut back, but creditors have no comparable incentive to spend more, so there is a persistent shortfall of demand that leads to great pain and waste."
937053867,no,1,(It has actually plunged.)
937056929,no,1,"You can, it turns out, tax the rich, regulate the banks, and expand health insurance coverage without punishment by the invisible hand."
937055017,no,0.6356,"Furthermore, think about it — suppose that you believe that the Fed’s actions were staving off what would otherwise have been a fiscal crisis."
937053740,no,1,"So don’t give me your gut feelings; give me a coherent story about who does what, i.e."
937056759,no,1,"Hey, this is just a prize given by a bunch of Swedes, as opposed to the other prizes, which are given out by, um, bunches of Swedes."
937055308,no,0.6364,"Instead, however, Feldstein suggests — with not a shred of evidence — that central banks are operating under ulterior motives, notably a desire to help finance budget deficits."
937052302,no,1,What’s wrong with this picture?
937053677,no,1,"You can make arguments that suggest bigger gains, but they’re highly speculative, and the credulity with which people accept dubious nonstandard arguments for big trade gains contrasts oddly with the gimlet eye cast on arguments for, say, industrial policy."
937056159,no,1,But I immediately ran up against a big real-world counterexample: Japan.
937052854,no,0.6885,But what if inflation can’t or won’t be delivered?
937054008,no,1,I guess I hope that these things are outliers.
937055174,no,1,So how did MIT establish this unique position in academic economics applied to policy?
937057134,no,0.6708,Or maybe it is.
937056583,no,1,So who are the people who feel a deep affinity with a crotchety crank?
937054292,no,1,And the divide seems to depend on one thing: whether the economist in question is currently in a policy position.
937053687,no,1,"In fact, one reason trade fluctuates so much in the short run is precisely because it’s dominated by manufactured goods."
937055033,no,0.6975,"The attached figure shows what was supposed to happen to Greek GDP according to the original 2010 request for a stand-by arrangement — that is, the original austerity-and-internal-devaluation plan — compared with what actually happened."
937055725,no,1,"Which brings me to my last point: Why, exactly, should the Obama administration spend any political capital – alienating labor, disillusioning progressive activists – over such a deal?"
937056776,no,1,"And with inflation consistently below the generally accepted 2 percent target, this model says that the actual interest rate, at zero, is above the natural rate, not below."
937057339,no,0.666,"Yet last week, offstage, there was in effect a real debate about economic policy between Donald Trump and Mitt Romney, who is trying to block his nomination."
937056569,no,1,"For that matter, does Greece even stand out as having done worse than you would expect given the incredibly harsh fiscal adjustment?"
937056296,no,1,But why is business investment weak?
937052181,no,0.6909,"Similarly, after a change in desired savings or investment something happens to make the accounting identity hold."
937052790,no,1,This is related to the question of the extent to which QE2 has kept interest rates low.
937056683,no,1,"Look at Australia, which is a much more consistent large-deficit country than we are: So what are the advantages of owning a reserve currency?"
937053647,no,1,"So here’s what happens after a large negative shock to the economy: the central bank finds itself up against the zero lower bound, so that all it can do is resort to controversial unorthodox measures."
937056460,no,1,Are there really policies that can reverse the rise in inequality?
937052886,no,1,The chances for persuading Congress to agree to a large temporary fiscal stimulus seemed much better.
937056662,no,0.6912,"China, however, did not let the renminbi float, nor did it devalue by enough to persuade investors that any future move was likely to be up."
937052367,no,0.6255,"Again, suppose that I set my prices once a year, and there’s an overall inflation rate of 10 percent."
937055012,no,1,But the truly amazing thing is the conspiracy theorizing.
937053202,no,1,Do we need better macroeconomics?
937057090,no,0.6747,"The answer, pretty obviously, is that if you were to say “Ron Paul has been predicting runaway inflation ever since the Fed began its expansionary policies”, that would make it clear that he has been completely wrong."
937054162,no,1,"I mention this not to claim membership of an exclusive club, but by way of noting that most of this group shares fairly similar views about how policy works."
937052274,no,1,"They certainly were worried about systemic risk in 1982, when I had something of a front-row seat."
937053759,no,1,"One thing I discovered along the way is that nobody much likes any of the existing measures of inflation expectations, as this New York Fed post by Mandel and Barnes explains."
937056461,no,1,Could she get them through Congress?
937052813,no,1,But it would be a big mistake to count on monetary policy alone.
937057201,no,1,"I mean, what is the un-artificial, or if you prefer, “natural” rate of interest?"
937057178,no,1,Isn’t “printing money” supposed to be dangerously inflationary?
937052325,no,1,"And one last point: I just don’t think the inner circle gets how much danger we’re in from another vicious circle, one that’s real, not hypothetical."
937053785,no,1,"Look, for example, at the Japan-US real exchange rate, defined as yen per dollar * US CPI / Japan CPI: The nominal rate and the real rate have swung wildly, and always in tandem, which makes perfect sense if you think of the exchange rate as an asset price and goods prices as sticky, but is very hard to justify in a neoclassical model."
937052083,no,0.6528,And BO himself has conceded that he might have to penalize people who don’t buy insurance until they need care.
937056767,no,1,But I’m pretty sure that’s nothing like the whole story.
937053768,no,0.6567,"Interesting question, but not one we need to answer if we’re just trying to assess the impact of Abenomics, where what matters is the change in inflation expectations on Abe’s watch."
937054879,no,1,Relations between Greece and its creditors are not improving.
937057405,no,0.6473,"Serious economic analysis has never supported the Panglossian view of trade as win-win for everyone that is popular in elite circles: growing trade can indeed hurt many people, and for the past few decades globalization has probably been, on net, a depressing force for the majority of U.S. workers."
937052263,no,0.657,And in such circumstances a rise in the monetary base does not lead to inflation.
937052543,no,1,"When I quote someone in my column, I supply the source material, and my copy editor checks, not just to be sure that the quote is accurate, but that it’s not taken out of context."
937054172,no,1,“There is no confident basis for tightening.
937053690,no,1,"The first wave of trade liberalization involved industrial countries, and was largely over by 1980: The second wave involved the great opening of developing countries: This is still going on, but the major opening of Latin America, China, and India is already well behind us."
937057358,no,1,Why not?
937053863,no,1,But being an inflation hawk means never having to say you’re sorry.
937052864,no,1,"Since then, of course, Pimco has continued to be a huge success; Bill Gross is without doubt a great investor."
937053859,no,1,"Might we suggest that the answer here is, don’t be embarrassed?"
937053104,no,0.645,"Anyway, Mussa was a fine economist, and will be missed,"
937053672,no,0.645,"So let’s talk about trade — specifically, a recent post by Gavyn Davies, “Why world trade growth has lost its mojo,” which expresses deep concern over the fact that in recent years trade hasn’t grown much faster than global GDP."
937054440,no,1,"So let’s think of a maximalist case, in which Greece stopped running a primary surplus at all (this is not a proposal)."
937056160,no,1,"Japan has effectively been at the zero lower bound since the 1990s, and it wasn’t until the end of 2008 that the rest of the advanced world joined it there."
937056846,no,1,"Uh-oh: it’s starting to look a bit like the Friedman two-step, only this time done at internet speed."
937053979,no,1,"In my original home field, international trade, we used to joke that senior hires were difficult because there were only four people in the top ten."
937056913,no,0.6524,"And what such analysis suggests is that the right solution to this problem, if you can get it, is higher inflation expectations."
937053295,no,1,It seems that I was giving Rand Paul more credit than he deserved.
937056364,no,0.6625,"Let me also say that if you were going to look for economists who blindly repeat doctrine, without the intelligence or courage to challenge conventional wisdom, neither Janet Yellen nor Larry Summers would be top picks."
937056492,no,1,So let me take some time to do a calculation that I should have done a while ago.
937053619,no,1,"Unfortunately, that happens to be the world we’re currently living in."
937053508,no,1,"Oh, my."
937057416,no,0.6469,"What all this means, as I said, is that the Democratic nominee won’t have to engage in saber-rattling over trade. "
937053958,no,1,"Fourth, there’s the claim that we’re at full employment, or maybe always at full employment, that demand-side economics is wrong, so any government use of resources must divert them from other uses."
937052249,no,1,Draw the supply and demand for funds that would obtain if we were at full employment.
937053109,no,0.6663,"And some of the anti-Keynesians seem to be in the process of acknowledging, at least in a grudging way, that they got it wrong."
937054435,no,1,"But I think it helps clear things up to put all of that aside for a bit and focus on the aspect of the situation that isn’t a matter of definitions: Greece’s primary surplus, the difference between what it takes in via taxes and what it spends on things other than interest."
937057081,no,0.7062,"These days, media balance often seems to involve retroactively rewriting history to avoid telling readers that one side of a policy debate got things completely wrong."
937052675,no,1,"Some of us encountered a closely related question back in the late 90s, when thinking about the Asian financial crisis."
937052936,no,0.6873,"[Update: IS-LM stands for investment-savings, liquidity-money — which will make a lot of sense if you keep reading]  So, the first thing you need to know is that there are multiple correct ways of explaining IS-LM."
937057258,no,0.6641,"So it’s probably worth repeating that while very low rates may seem strange, they also seem fully justified by the economic situation."
937053933,no,1,"It’s yet another illustration of one of the remarkable revelations of recent years, the incredibly sensitive feelings of the superrich, who are so hurt at any suggestion that great wealth does not also go with great wisdom and great virtue that they threaten to take the economy with them and go home."
937054733,no,1,But that was then.
937056378,no,1,Here’s the inverse of the Fed funds rate versus housing starts during the period when major moves in monetary policy were mainly driven by concerns about inflation (as opposed to bursting bubbles): Looks like a relationship to me.
937056877,no,1,For the fact is that the whole field has taken a hard right turn into fantasyland.
937057052,no,1,"But, you know, protectionism was the only reason he gave for believing that Trump would cause a recession, which I think is kind of telling: the GOP’s supposedly well-informed, responsible adult, trying to save the party, can’t get basic economics right at the one place where economics is central to his argument."
937055331,no,1,"My answer is, apply Cromwell’s rule: I beseech you, in the bowels of Christ, think it possible that you may be mistaken."
937052376,no,1,The standard measure tries to do this by excluding the obviously non-inertial prices: food and energy.
937052897,no,1,"Also, as long as we were in a liquidity trap, large increases in the monetary base would — as in the case of Japan — matter not at all for inflation or nominal GDP."
937057163,no,1,And one more thing: where is the wild exuberance that we associate with dangerous bubbles?
937052767,no,0.6592,"Now, that net export number is a bit funny: there was a huge drop in imports, which probably came largely from a rundown in inventories, and isn’t sustainable."
937057340,no,1,"Unfortunately, both men are talking nonsense. Are you surprised?"
937053929,no,1,"Yes, I know there was a midterm election; thoughts in tomorrow’s paper."
937055619,no,1,"There is, of course, an offset in the form of an increased incentive to create knowledge, which is why we have patents and copyright in the first place."
937053591,no,1,It’s interest on reserves!
937052852,no,0.6912,"Oh, and just to go back for a moment to my point about debt not being all the same: yes, inflation erodes the assets of the Janets at the same time, and by the same amount, as it erodes the debt of the Sams."
937056306,no,0.6382,In order to deal with the problem of reverse causation – weak investment can cause weak growth as well as vice versa – the IMF adopts an “instrumental variables” approach.
937052470,no,1,"Sorry, but that’s totally wrong."
937053376,no,1,"What pushes it over the top is the weakening of GDP, which increases the ratio."
937052402,no,1,"If they decide to pull back, what they’re basically doing is selling dollars and buying other currencies — and that’s actually an expansionary policy for the United States, just as selling shekels and buying other currencies was an expansionary policy for Israel (it doesn’t matter who does it!)."
937056032,no,1,"As it happens, the role of capital flows in the logic of liquidity traps is an issue I tackled right at the beginning, back in 1998; and I’ve been trying to work out how it plays into the discussion of secular stagnation, which is basically the claim that countries can face very persistent, quasi-permanent liquidity traps."
937053098,no,1,And how.
937053169,no,1,"Update: Not incidentally, Texas had a nasty special recession in the late 1980s, even as unemployment was falling nationally, partly driven by falling oil prices, but also driven by the collapse of the S&L bubble."
937053770,no,0.671,You can adjust this as you like with whatever your estimate of the difference between the 1-2010 rate and the equilibrium rate is; it will just shift the line up or down.
937053162,no,1,"The cleanup from that crisis cost taxpayers about $125 billion (pdf), back when that was real money."
937055453,no,1,"Fair enough — but what fitness devices do, at least for me, is make it harder to lie to myself."
937057161,no,1,"In case you haven’t noticed, this is a completely circular argument."
937057226,no,1,"And going back, remember that Reagan, not Carter, imposed import quotas on Japanese cars."
937052386,no,1,How big was the intervention?
937056532,no,0.6686,This seems to suggest that the end of convertibility delivered a terrible blow to the economy.
937053649,no,1,"In the Bond movies, two zeroes meant a license to kill."
937052342,no,1,"Second, they use a statistical method to identify fiscal expansions — trying to identify large changes in the structural balance."
937056519,no,1,"OK, they weren’t writing specifically about Greece — Friedman was writing in 1950, Fisher in 1933."
937052289,no,1,"This works because a number of countries had major military buildups during the 1930s — fiscal expansions that can be regarded as exogenous to the economic situation, since they were driven above all by Hitler’s rearmament programmes and other nations’ efforts to match the Nazis in this sphere, and by one-off events like Italy’s war in Abyssinia."
937053004,no,0.6787,Most of what’s required are fairly straightforward translations of existing concepts.
937055153,no,1,But here’s the mystery: evidently Moore has had a successful career.
937053272,no,1,I think Yglesias has this right: Commodity-backed money is basically a solution to a non-problem.
937052508,no,1,"In reality, this doesn’t happen."
937056403,no,0.6642,"Suppose that a greatly devalued new drachma brings a flood of British beer-drinkers to the Ionian Sea, and Greece starts to recover."
937056334,no,1,And it’s really sad.
937053652,no,1,"David now informs me that he has a set of publicly available class notes (pdf) that have been regularly updated, covering that ground even better — with an extensive section on the liquidity trap."
937057374,no,1,But it’s not a problem we can address by lashing out at foreigners we falsely imagine are winning at our expense.
937056619,no,1,But the story so far has been a remarkable illustration of how little many professional political pundits seem to understand.
937056647,no,1,"What Romer is telling us, based on his discussion of growth models, is that this kind of thing is pervasive in that school."
937056754,no,1,Doesn’t this mean that it wasn’t overheated either time?
937053212,no,1,So this is a utility post.
937054596,no,1,What really gets me is this chart: “Losing competitiveness”???
937054127,no,1,"As I said, you can, if you like, try to argue that this relationship is spurious, maybe not causal."
937057303,no,1,Partly this involved playing up the supposed damage low rates do to financial stability.
937053409,no,1,"No, I didn’t)."
937052366,no,1,"And that’s not the whole story: because temporarily fixed prices are only revised at intervals, their resets often involve catchup."
937056150,no,0.704,"So you might think that you can’t have a liquidity trap in just one country, as long as capital is mobile."
937054152,no,0.6627,"On the contrary, they’re guys who can’t even cook numbers without screwing up, who have spent years telling us to get ready for soaring interest and inflation rates."
937052135,no,1,"Unemployment is currently about 7 percent, and heading much higher; Obama himself says that absent stimulus it could go into double digits."
937052360,no,1,Some prices in the economy fluctuate all the time in the face of supply and demand; food and fuel are the obvious examples.
937052301,no,0.6534,"They fear that the whole thing could evaporate if long-term rates start to rise, imposing capital losses on the people doing the carry trade; this could, they believe, drive rates way up, even though this possibility doesn’t seem to be priced in by the market."
937053962,no,1,"My point is that you do a disservice to the debate by calling all of these things Ricardian equivalence; and the nature of that disservice is that you end up making the really, really bad arguments sound more respectable than they are."
937053275,no,1,"In this sense fiat money is like, oh, Social Security."
937052170,no,1,Every dollar of increased government spending must correspond to one less dollar of private spending.
937052391,no,1,"As I said, this was a very good article about China; the debt line was probably inserted because it’s considered obligatory to say this in any article about US-China relations."
937053682,no,1,"This is, I’d say, a confusion between short-term and long-term issues."
937056438,no,1,"We even had solid recent empirical evidence: Japan’s attempt at quantitative easing in the naughties, which looked like this: I’m still not sure why relatively moderate conservatives like Feldstein didn’t find all this convincing back in 2009."
937052270,no,1,"Basically, it’s just not possible."
937052711,no,1,"For me, the case for a sticky-price, Keynes-Friedman view of the world rests crucially on some of the correlations one sees in the real world — between real and nominal exchange rates, for example."
937054158,no,1,"This isn’t as prosaic as it sounds, because we were both in Hong Kong."
937053172,no,0.6908,"And although Wren-Lewis bends over backwards to avoid saying it too bluntly, most – not all, but most – of the problem comes from the right."
937056362,no,1,But in my experience people who declare confidently that “economists don’t understand X” usually turn out to be wrong both about X and about what economists understand.
937054087,no,1,"Quite a lot of that book was concerned with inflation and disinflation, using an adaptive-expectations Phillips curve — that is, an assumed relationship in which the current inflation rate depends on the unemployment rate and on lagged inflation."
937056648,no,1,"And no, everyone doesn’t do it."
937057404,no,1,But back to the broader issue of how to help workers pressured by the global economy.
937052855,no,0.6874,"Well, suppose a third character can come in: Government Gus."
